region_type,N_households,mean_total_peak_kW,median_total_peak_kW,min_total_peak_kW,max_total_peak_kW,std_total_peak_kW,p5_total_peak_kW,p95_total_peak_kW,mean_peak_per_household_kW,median_peak_per_household_kW,min_peak_per_household_kW,max_peak_per_household_kW,std_peak_per_household_kW,p5_peak_per_household_kW,p95_peak_per_household_kW,num_simulations
city,1,4.971443772071834,4.069203796872691,0.7547582500435565,16.606641570354746,2.898648274335945,1.7824881713521203,11.246875741358185,4.971443772071834,4.069203796872691,0.7547582500435565,16.606641570354746,2.898648274335945,1.7824881713521203,11.246875741358185,2000
city,2,9.999322514265122,9.127276144961456,1.9494023747334035,28.26634830436484,3.9610260637811,5.013484382795242,17.509936891116034,4.999661257132561,4.563638072480728,0.9747011873667017,14.13317415218242,1.98051303189055,2.506742191397621,8.754968445558017,2000
city,3,15.017348610704682,14.16152518214215,4.175434472886062,38.57397975516458,5.0017332768598255,8.327959131165812,24.142760508418455,5.005782870234893,4.720508394047383,1.3918114909620207,12.857993251721526,1.6672444256199417,2.775986377055271,8.047586836139486,2000
city,4,20.37514068711475,19.48701441905027,8.746490181781361,48.930107634138324,6.206716221322287,12.17488815855155,32.030671091714396,5.093785171778688,4.871753604762567,2.1866225454453403,12.232526908534581,1.5516790553305717,3.0437220396378875,8.007667772928599,2000
city,5,24.779460497972693,24.03458207971714,11.326330595166402,55.68169385780856,6.321718014604054,15.959744434910302,36.606660230964856,4.955892099594539,4.806916415943428,2.2652661190332806,11.136338771561713,1.2643436029208108,3.1919488869820607,7.321332046192971,2000
city,6,30.23008500033868,29.62868126390648,14.74686350083623,60.168979112251385,6.973120814983285,19.9710251454776,43.03995871735669,5.038347500056447,4.9381135439844135,2.457810583472705,10.02816318537523,1.1621868024972142,3.3285041909129336,7.173326452892781,2000
city,7,34.96390732345688,34.45319893260807,15.715298220584618,69.13504389189266,7.553253603429716,23.803003320549564,48.0075808493454,4.994843903350984,4.921885561801153,2.24504260294066,9.876434841698952,1.0790362290613882,3.400429045792795,6.858225835620773,2000
city,8,39.79163177457584,39.29336065095685,20.663417618396203,71.78221268461807,8.070967799697339,27.510858556659713,53.99791812486371,4.97395397182198,4.911670081369606,2.5829272022995253,8.97277658557726,1.0088709749621674,3.438857319582464,6.749739765607964,2000
city,9,45.346090242609286,44.58454788722655,21.652689329750444,77.4795550276798,8.768763572115793,32.096314349656076,60.79036070647913,5.038454471401032,4.953838654136283,2.4058543699722716,8.608839447519976,0.9743070635684214,3.566257149961786,6.754484522942125,2000
city,10,50.68436776355087,50.086158709896395,26.66625049106692,87.13883484643712,9.309755888964714,36.291984837599024,66.83691447184611,5.068436776355085,5.00861587098964,2.666625049106692,8.713883484643713,0.9309755888964714,3.6291984837599025,6.683691447184611,2000
city,11,54.78733115672164,54.05571069957069,28.70520634329731,98.17516985045656,9.15460899242698,40.656042350611195,70.55833208241965,4.980666468792877,4.91415551814279,2.6095642130270282,8.925015440950595,0.8322371811297252,3.696003850055563,6.414393825674514,2000
city,12,60.18773145263733,59.41818705319272,32.65672678717792,98.07587996251172,9.697986533373578,45.74910579010988,78.12045684169196,5.015644287719777,4.9515155877660595,2.721393898931493,8.172989996875977,0.8081655444477982,3.812425482509157,6.510038070140997,2000
city,13,64.8414255550381,63.939806177544895,37.26957829402583,102.70150744817347,10.479493255181959,48.88268003992898,83.14026291099951,4.987801965772162,4.918446629041915,2.8668906380019865,7.900115957551805,0.8061148657832276,3.7602061569176137,6.395404839307654,2000
city,14,70.27907603555985,69.61083724276833,41.59269040040687,109.11089449279261,10.533006881824384,54.1049553434156,88.26169803321766,5.019934002539989,4.972202660197738,2.9709064571719197,7.793635320913758,0.7523576344160274,3.864639667386829,6.30440700237269,2000
city,15,74.9752340535053,74.30450806287587,46.31393096375246,116.5541945476258,11.173468709411791,57.7918120194459,93.77453352413397,4.998348936900355,4.953633870858391,3.0875953975834975,7.770279636508387,0.7448979139607861,3.85278746796306,6.2516355682755975,2000
city,16,80.20120395198913,79.63037412022722,50.71965595845387,123.97328055079586,11.25750110531681,62.8704680336418,99.23231152166899,5.0125752469993206,4.976898382514201,3.169978497403367,7.748330034424741,0.7035938190823007,3.9294042521026125,6.202019470104312,2000
city,17,85.50684169923224,84.87770068973296,53.485300109438434,130.0489339576309,11.6532594482961,67.2590138548484,105.81756336283972,5.0298142176018965,4.992805922925468,3.1461941240846136,7.649937291625347,0.6854858498997706,3.9564125796969654,6.2245625507552775,2000
city,18,90.04063941173578,89.04981541589754,55.25216418221626,134.94749663048367,12.238209332191465,71.37173701218774,112.23884792289408,5.002257745096433,4.947211967549864,3.0695646767897924,7.497083146137982,0.6799005184550814,3.965096500677096,6.2354915512718945,2000
city,19,95.29305236504526,94.37573535963115,59.54630518872449,144.6060822489661,12.455370502978958,75.54484252792282,116.75689045399972,5.0154238086865925,4.967143966296376,3.134016062564447,7.61084643415611,0.6555458159462609,3.9760443435748853,6.145099497578933,2000
city,20,99.87014302083739,99.15344896591984,63.79639302332891,144.27015516275665,12.544298192933175,80.7851490134286,121.86582680261444,4.993507151041869,4.957672448295992,3.1898196511664456,7.213507758137832,0.6272149096466587,4.039257450671429,6.093291340130722,2000
city,21,105.28035541126339,104.6062572789794,66.70918456030498,152.2043587154879,12.709859203210765,85.45419166778836,127.34431957610265,5.013350257679209,4.981250346618067,3.176627836204999,7.247826605499424,0.605231390629084,4.069247222275636,6.06401521790965,2000
city,22,110.62679132485148,109.89141938155723,75.3423464604971,156.68941550441107,13.102098768500746,90.24643366122818,132.88829679797135,5.028490514765976,4.9950645173435095,3.424652111840777,7.122246159291413,0.5955499440227612,4.102110620964917,6.040377127180516,2000
city,23,115.6288316428803,115.06216975899918,79.4795309791171,157.0499681993607,13.415352969800695,94.9609910840179,138.7864542856642,5.027340506212187,5.002703032999964,3.4556317817007436,6.828259486928727,0.583276216078291,4.128738742783387,6.034193664594096,2000
city,24,120.32826324495602,119.4456919165563,77.6539897453473,175.03955809691575,13.614557231539244,98.74618634570501,143.50834254299625,5.013677635206501,4.9769038298565125,3.2355829060561376,7.293314920704823,0.5672732179808019,4.1144244310710425,5.979514272624844,2000
city,25,125.26188096070642,124.61579135164638,84.64817423183834,172.5254875704139,14.049088184558148,103.17739929713308,150.04191758378124,5.010475238428256,4.984631654065855,3.3859269692735334,6.901019502816556,0.5619635273823259,4.127095971885324,6.00167670335125,2000
city,26,130.3256877485269,129.31089750476133,90.74926467863617,177.5211084933722,14.230298661152128,108.24150320309623,155.43567531345346,5.012526451866419,4.973496057875436,3.4903563337936987,6.827734942052777,0.5473191792750819,4.1631347385806245,5.978295204363595,2000
city,27,134.9045501528056,134.18733322931024,90.89899121391379,185.09680569834433,14.168216848357323,113.51076535548835,159.01066729248717,4.996464820474283,4.969901230715195,3.366629304219029,6.855437248086827,0.5247487721613823,4.204102420573642,5.889283973795821,2000
city,28,140.2039422127623,139.5124104969841,101.24280800636568,215.8198395670479,14.373317116860417,117.7749267031648,165.39449892904594,5.007283650455797,4.982586089178004,3.615814571655917,7.707851413108854,0.5133327541735864,4.206247382255886,5.9069463903230695,2000
city,29,145.1690864691009,144.68454218320068,96.4051537496487,195.83764079332602,14.720016041088652,121.80197085128174,170.1145153361882,5.0058305679000314,4.989122144248299,3.3243156465396106,6.753022096321587,0.5075867600375397,4.200067960389026,5.866017770213386,2000
city,30,150.3120260914505,149.91117684339724,97.82936951369118,213.10910802593298,14.758939796655085,127.7834686333743,175.45067263004967,5.010400869715016,4.997039228113241,3.260978983789706,7.103636934197766,0.4919646598885028,4.259448954445809,5.848355754334989,2000
city,31,155.556682167113,155.34310840718223,102.02466815655505,203.79406852047208,15.349185494852732,130.40389548595084,181.03303765199732,5.01795748926171,5.011068013134912,3.2911183276308082,6.574002210337809,0.49513501596299136,4.206577273740349,5.839775408128945,2000
